file,line,character,severity,type,reason,rule_id
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,125,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,22,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,26,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,31,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,35,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,40,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,50,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,54,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,58,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,61,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,64,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,76,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,80,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,89,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,93,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,102,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,106,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,122,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,124,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,130,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,146,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,153,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/CompletionScriptTests.swift,163,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,1,3,Warning,Comment Spacing,Prefer at least one space after slashes for comments,comment_spacing
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,10,3,Warning,Comment Spacing,Prefer at least one space after slashes for comments,comment_spacing
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,502,,Warning,File Length,File should contain 400 lines or less: currently contains 502,file_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,221,,Warning,Line Length,Line should be 120 characters or less; currently it has 121 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,228,,Warning,Line Length,Line should be 120 characters or less; currently it has 121 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,237,,Warning,Line Length,Line should be 120 characters or less; currently it has 138 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,24,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,49,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,63,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,78,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,176,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,189,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,203,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,316,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,347,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,370,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,387,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,414,5,Warning,Nesting,Types should be nested at most 1 level deep,nesting
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,90,5,Warning,Opening Brace Spacing,Opening braces should be preceded by a single space and on the same line as the declaration,opening_brace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,98,5,Warning,Opening Brace Spacing,Opening braces should be preceded by a single space and on the same line as the declaration,opening_brace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,108,5,Warning,Opening Brace Spacing,Opening braces should be preceded by a single space and on the same line as the declaration,opening_brace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,136,5,Warning,Opening Brace Spacing,Opening braces should be preceded by a single space and on the same line as the declaration,opening_brace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,265,5,Warning,Opening Brace Spacing,Opening braces should be preceded by a single space and on the same line as the declaration,opening_brace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,294,5,Warning,Opening Brace Spacing,Opening braces should be preceded by a single space and on the same line as the declaration,opening_brace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,329,5,Warning,Opening Brace Spacing,Opening braces should be preceded by a single space and on the same line as the declaration,opening_brace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,360,5,Warning,Opening Brace Spacing,Opening braces should be preceded by a single space and on the same line as the declaration,opening_brace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,402,5,Warning,Opening Brace Spacing,Opening braces should be preceded by a single space and on the same line as the declaration,opening_brace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,444,5,Warning,Opening Brace Spacing,Opening braces should be preceded by a single space and on the same line as the declaration,opening_brace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,481,5,Warning,Opening Brace Spacing,Opening braces should be preceded by a single space and on the same line as the declaration,opening_brace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,111,57,Warning,Trailing Comma,Collection literals should not have trailing commas,trailing_comma
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,95,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,117,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,124,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,126,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,412,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,424,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,451,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,488,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,492,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,16,7,Error,Type Body Length,Type body should span 350 lines or less excluding comments and whitespace: currently spans 387 lines,type_body_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,17,18,Warning,Type Name,Type name 'A' should be between 3 and 40 characters long,type_name
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,32,18,Warning,Type Name,Type name 'B' should be between 3 and 40 characters long,type_name
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,42,18,Warning,Type Name,Type name 'C' should be between 3 and 40 characters long,type_name
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,56,18,Warning,Type Name,Type name 'D' should be between 3 and 40 characters long,type_name
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,68,18,Warning,Type Name,Type name 'E' should be between 3 and 40 characters long,type_name
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,143,18,Warning,Type Name,Type name 'F' should be between 3 and 40 characters long,type_name
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,151,18,Warning,Type Name,Type name 'G' should be between 3 and 40 characters long,type_name
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,159,18,Warning,Type Name,Type name 'H' should be between 3 and 40 characters long,type_name
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,167,18,Warning,Type Name,Type name 'I' should be between 3 and 40 characters long,type_name
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,175,18,Warning,Type Name,Type name 'J' should be between 3 and 40 characters long,type_name
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,188,18,Warning,Type Name,Type name 'K' should be between 3 and 40 characters long,type_name
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,202,18,Warning,Type Name,Type name 'L' should be between 3 and 40 characters long,type_name
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,93,7,Warning,XCTFail Message,An XCTFail call should include a description of the assertion,xctfail_message
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,103,7,Warning,XCTFail Message,An XCTFail call should include a description of the assertion,xctfail_message
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,114,7,Warning,XCTFail Message,An XCTFail call should include a description of the assertion,xctfail_message
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,139,7,Warning,XCTFail Message,An XCTFail call should include a description of the assertion,xctfail_message
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,225,7,Warning,XCTFail Message,An XCTFail call should include a description of the assertion,xctfail_message
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ParsableArgumentsValidationTests.swift,232,7,Warning,XCTFail Message,An XCTFail call should include a description of the assertion,xctfail_message
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,1,3,Warning,Comment Spacing,Prefer at least one space after slashes for comments,comment_spacing
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,10,3,Warning,Comment Spacing,Prefer at least one space after slashes for comments,comment_spacing
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,18,,Error,Line Length,Line should be 200 characters or less; currently it has 385 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,24,,Warning,Line Length,Line should be 120 characters or less; currently it has 133 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,30,,Warning,Line Length,Line should be 120 characters or less; currently it has 184 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,60,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,69,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,82,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,105,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,122,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,141,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,167,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,185,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/StringWrappingTests.swift,193,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,1,3,Warning,Comment Spacing,Prefer at least one space after slashes for comments,comment_spacing
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,10,3,Warning,Comment Spacing,Prefer at least one space after slashes for comments,comment_spacing
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,111,,Warning,Line Length,Line should be 120 characters or less; currently it has 155 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,112,,Warning,Line Length,Line should be 120 characters or less; currently it has 143 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,135,,Warning,Line Length,Line should be 120 characters or less; currently it has 161 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,162,,Warning,Line Length,Line should be 120 characters or less; currently it has 127 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,240,,Warning,Line Length,Line should be 120 characters or less; currently it has 142 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,241,,Warning,Line Length,Line should be 120 characters or less; currently it has 142 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,242,,Warning,Line Length,Line should be 120 characters or less; currently it has 151 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,244,,Warning,Line Length,Line should be 120 characters or less; currently it has 146 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,246,,Warning,Line Length,Line should be 120 characters or less; currently it has 145 characters,line_length
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,20,1,Warning,Private over Fileprivate,Prefer `private` over `fileprivate` declarations,private_over_fileprivate
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,67,1,Warning,Private over Fileprivate,Prefer `private` over `fileprivate` declarations,private_over_fileprivate
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,73,1,Warning,Private over Fileprivate,Prefer `private` over `fileprivate` declarations,private_over_fileprivate
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,83,1,Warning,Private over Fileprivate,Prefer `private` over `fileprivate` declarations,private_over_fileprivate
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,88,1,Warning,Private over Fileprivate,Prefer `private` over `fileprivate` declarations,private_over_fileprivate
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,95,1,Warning,Private over Fileprivate,Prefer `private` over `fileprivate` declarations,private_over_fileprivate
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,100,1,Warning,Private over Fileprivate,Prefer `private` over `fileprivate` declarations,private_over_fileprivate
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,105,1,Warning,Private over Fileprivate,Prefer `private` over `fileprivate` declarations,private_over_fileprivate
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,155,1,Warning,Private over Fileprivate,Prefer `private` over `fileprivate` declarations,private_over_fileprivate
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,166,1,Warning,Private over Fileprivate,Prefer `private` over `fileprivate` declarations,private_over_fileprivate
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,185,1,Warning,Private over Fileprivate,Prefer `private` over `fileprivate` declarations,private_over_fileprivate
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,273,1,Warning,Private over Fileprivate,Prefer `private` over `fileprivate` declarations,private_over_fileprivate
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,147,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,254,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,262,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
/Users/joshuatoro/Ignite-Framework/Ignite/.build/checkouts/swift-argument-parser/Tests/ArgumentParserUnitTests/ErrorMessageTests.swift,265,,Warning,Trailing Whitespace,Lines should not have trailing whitespace,trailing_whitespace
